product_id,url,http_status,effective_url,response_bytes,h1_count,h1_text,heading_hierarchy_valid,quote_form_present,image_count,canonical,schema_url_valid,banned_claims,qa_status,qa_failures
1414,http://localhost/hopgiayvpn/product/custom-lotion-bottle-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-lotion-bottle-packaging-box/,148458,1,"CUSTOM LOTION BOTTLE PACKAGING BOX",YES,YES,16,,YES,,PASS,
1415,http://localhost/hopgiayvpn/product/custom-facial-mask-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-facial-mask-packaging-box/,149043,1,"CUSTOM FACIAL MASK PACKAGING BOX",YES,YES,16,,YES,,PASS,
1416,http://localhost/hopgiayvpn/product/custom-sunscreen-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-sunscreen-packaging-box/,148177,1,"CUSTOM SUNSCREEN PACKAGING BOX",YES,YES,16,,YES,,PASS,
1417,http://localhost/hopgiayvpn/product/custom-toner-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-toner-packaging-box/,147656,1,"CUSTOM TONER PACKAGING BOX",YES,YES,16,,YES,,PASS,
1418,http://localhost/hopgiayvpn/product/custom-cleanser-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-cleanser-packaging-box/,148208,1,"CUSTOM CLEANSER PACKAGING BOX",YES,YES,16,,YES,,PASS,
1419,http://localhost/hopgiayvpn/product/custom-eye-cream-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-eye-cream-packaging-box/,148207,1,"CUSTOM EYE CREAM PACKAGING BOX",YES,YES,16,,YES,,PASS,
1420,http://localhost/hopgiayvpn/product/custom-skincare-set-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-skincare-set-packaging-box/,149631,1,"CUSTOM SKINCARE SET PACKAGING BOX",YES,YES,16,,YES,,PASS,
1421,http://localhost/hopgiayvpn/product/custom-lip-balm-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-lip-balm-packaging-box/,148997,1,"CUSTOM LIP BALM PACKAGING BOX",YES,YES,16,,YES,,PASS,
1473,http://localhost/hopgiayvpn/product/custom-perfume-magnetic-closure-box/,200,http://localhost/hopgiayvpn/product/custom-perfume-magnetic-closure-box/,148576,1,"Custom Perfume Magnetic Closure Box",YES,YES,16,,YES,,PASS,
1474,http://localhost/hopgiayvpn/product/custom-skincare-magnetic-closure-box/,200,http://localhost/hopgiayvpn/product/custom-skincare-magnetic-closure-box/,146875,1,"Custom Skincare Magnetic Closure Box",YES,YES,14,,YES,,PASS,
1475,http://localhost/hopgiayvpn/product/custom-jewelry-magnetic-closure-box/,200,http://localhost/hopgiayvpn/product/custom-jewelry-magnetic-closure-box/,148319,1,"Custom Jewelry Magnetic Closure Box",YES,YES,16,,YES,,PASS,
1476,http://localhost/hopgiayvpn/product/custom-watch-magnetic-presentation-box/,200,http://localhost/hopgiayvpn/product/custom-watch-magnetic-presentation-box/,149340,1,"Custom Watch Magnetic Presentation Box",YES,YES,16,,YES,,PASS,
1477,http://localhost/hopgiayvpn/product/custom-electronics-magnetic-closure-box/,200,http://localhost/hopgiayvpn/product/custom-electronics-magnetic-closure-box/,149136,1,"Custom Electronics Magnetic Closure Box",YES,YES,16,,YES,,PASS,
1478,http://localhost/hopgiayvpn/product/custom-candle-magnetic-gift-box/,200,http://localhost/hopgiayvpn/product/custom-candle-magnetic-gift-box/,148410,1,"Custom Candle Magnetic Gift Box",YES,YES,16,,YES,,PASS,
1479,http://localhost/hopgiayvpn/product/custom-chocolate-magnetic-closure-box/,200,http://localhost/hopgiayvpn/product/custom-chocolate-magnetic-closure-box/,148907,1,"Custom Chocolate Magnetic Closure Box",YES,YES,16,,YES,,PASS,
1480,http://localhost/hopgiayvpn/product/custom-apparel-magnetic-gift-box/,200,http://localhost/hopgiayvpn/product/custom-apparel-magnetic-gift-box/,149210,1,"Custom Apparel Magnetic Gift Box",YES,YES,16,,YES,,PASS,
1481,http://localhost/hopgiayvpn/product/custom-corporate-pr-kit-magnetic-box/,200,http://localhost/hopgiayvpn/product/custom-corporate-pr-kit-magnetic-box/,148810,1,"Custom Corporate PR Kit Magnetic Box",YES,YES,16,,YES,,PASS,
1482,http://localhost/hopgiayvpn/product/custom-wine-magnetic-gift-box/,200,http://localhost/hopgiayvpn/product/custom-wine-magnetic-gift-box/,148064,1,"Custom Wine Magnetic Gift Box",YES,YES,16,,YES,,PASS,
5557,http://localhost/hopgiayvpn/product/custom-perfume-and-lotion-gift-set-box/,200,http://localhost/hopgiayvpn/product/custom-perfume-and-lotion-gift-set-box/,148678,1,"CUSTOM PERFUME AND LOTION GIFT SET BOX",YES,YES,16,,YES,,PASS,
5581,http://localhost/hopgiayvpn/product/custom-perfume-box-with-paper-insert/,200,http://localhost/hopgiayvpn/product/custom-perfume-box-with-paper-insert/,148618,1,"CUSTOM PERFUME BOX WITH PAPER INSERT",YES,YES,16,,YES,,PASS,
5609,http://localhost/hopgiayvpn/product/custom-perfume-drawer-box-with-insert/,200,http://localhost/hopgiayvpn/product/custom-perfume-drawer-box-with-insert/,148747,1,"CUSTOM PERFUME DRAWER BOX WITH INSERT",YES,YES,16,,YES,,PASS,
5635,http://localhost/hopgiayvpn/product/custom-perfume-sample-set-box/,200,http://localhost/hopgiayvpn/product/custom-perfume-sample-set-box/,148865,1,"CUSTOM PERFUME SAMPLE SET BOX",YES,YES,16,,YES,,PASS,
5661,http://localhost/hopgiayvpn/product/custom-refillable-perfume-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-refillable-perfume-packaging-box/,148752,1,"CUSTOM REFILLABLE PERFUME PACKAGING BOX",YES,YES,16,,YES,,PASS,
5685,http://localhost/hopgiayvpn/product/custom-folding-carton-perfume-box/,200,http://localhost/hopgiayvpn/product/custom-folding-carton-perfume-box/,148264,1,"CUSTOM FOLDING CARTON PERFUME BOX",YES,YES,16,,YES,,PASS,
5709,http://localhost/hopgiayvpn/product/custom-luxury-perfume-box-with-magnetic-closure/,200,http://localhost/hopgiayvpn/product/custom-luxury-perfume-box-with-magnetic-closure/,149440,1,"CUSTOM LUXURY PERFUME BOX WITH MAGNETIC CLOSURE",YES,YES,16,,YES,,PASS,
5735,http://localhost/hopgiayvpn/product/custom-mini-perfume-bottle-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-mini-perfume-bottle-packaging-box/,148750,1,"CUSTOM MINI PERFUME BOTTLE PACKAGING BOX",YES,YES,16,,YES,,PASS,
5757,http://localhost/hopgiayvpn/product/custom-perfume-box-with-eva-foam-insert/,200,http://localhost/hopgiayvpn/product/custom-perfume-box-with-eva-foam-insert/,148446,1,"CUSTOM PERFUME BOX WITH EVA FOAM INSERT",YES,YES,16,,YES,,PASS,
5779,http://localhost/hopgiayvpn/product/custom-perfume-box-with-lid-and-base/,200,http://localhost/hopgiayvpn/product/custom-perfume-box-with-lid-and-base/,148723,1,"CUSTOM PERFUME BOX WITH LID AND BASE",YES,YES,16,,YES,,PASS,
5803,http://localhost/hopgiayvpn/product/custom-corrugated-apparel-mailer-box/,200,http://localhost/hopgiayvpn/product/custom-corrugated-apparel-mailer-box/,149442,1,"CUSTOM CORRUGATED APPAREL MAILER BOX",YES,YES,16,,YES,,PASS,
5824,http://localhost/hopgiayvpn/product/custom-corrugated-book-mailer-box/,200,http://localhost/hopgiayvpn/product/custom-corrugated-book-mailer-box/,149073,1,"CUSTOM CORRUGATED BOOK MAILER BOX",YES,YES,16,,YES,,PASS,
5849,http://localhost/hopgiayvpn/product/custom-corrugated-bottle-shipping-box-with-dividers/,200,http://localhost/hopgiayvpn/product/custom-corrugated-bottle-shipping-box-with-dividers/,150940,1,"CUSTOM CORRUGATED BOTTLE SHIPPING BOX WITH DIVIDERS",YES,YES,16,,YES,,PASS,
5873,http://localhost/hopgiayvpn/product/custom-corrugated-candle-shipping-box/,200,http://localhost/hopgiayvpn/product/custom-corrugated-candle-shipping-box/,149758,1,"CUSTOM CORRUGATED CANDLE SHIPPING BOX",YES,YES,16,,YES,,PASS,
5897,http://localhost/hopgiayvpn/product/custom-corrugated-cosmetic-mailer-box/,200,http://localhost/hopgiayvpn/product/custom-corrugated-cosmetic-mailer-box/,149540,1,"CUSTOM CORRUGATED COSMETIC MAILER BOX",YES,YES,16,,YES,,PASS,
5924,http://localhost/hopgiayvpn/product/custom-corrugated-electronics-mailer-box/,200,http://localhost/hopgiayvpn/product/custom-corrugated-electronics-mailer-box/,149885,1,"CUSTOM CORRUGATED ELECTRONICS MAILER BOX",YES,YES,16,,YES,,PASS,
5952,http://localhost/hopgiayvpn/product/custom-corrugated-food-delivery-box/,200,http://localhost/hopgiayvpn/product/custom-corrugated-food-delivery-box/,146640,1,"CUSTOM CORRUGATED FOOD DELIVERY BOX",YES,YES,14,,YES,,PASS,
5972,http://localhost/hopgiayvpn/product/custom-corrugated-gift-set-mailer-box/,200,http://localhost/hopgiayvpn/product/custom-corrugated-gift-set-mailer-box/,146812,1,"CUSTOM CORRUGATED GIFT SET MAILER BOX",YES,YES,14,,YES,,PASS,
6000,http://localhost/hopgiayvpn/product/custom-corrugated-shoe-mailer-box/,200,http://localhost/hopgiayvpn/product/custom-corrugated-shoe-mailer-box/,146472,1,"CUSTOM CORRUGATED SHOE MAILER BOX",YES,YES,14,,YES,,PASS,
6024,http://localhost/hopgiayvpn/product/custom-corrugated-subscription-box/,200,http://localhost/hopgiayvpn/product/custom-corrugated-subscription-box/,146820,1,"CUSTOM CORRUGATED SUBSCRIPTION BOX",YES,YES,14,,YES,,PASS,
7081,http://localhost/hopgiayvpn/product/board-game-packaging-box/,200,http://localhost/hopgiayvpn/product/board-game-packaging-box/,148182,1,"BOARD GAME PACKAGING BOX",YES,YES,16,,YES,,PASS,
7082,http://localhost/hopgiayvpn/product/card-game-packaging-box/,200,http://localhost/hopgiayvpn/product/card-game-packaging-box/,147170,1,"CARD GAME PACKAGING BOX",YES,YES,16,,YES,,PASS,
7083,http://localhost/hopgiayvpn/product/childrens-craft-kit-packaging-box/,200,http://localhost/hopgiayvpn/product/childrens-craft-kit-packaging-box/,149777,1,"CHILDRENS CRAFT KIT PACKAGING BOX",YES,YES,16,,YES,,PASS,
7084,http://localhost/hopgiayvpn/product/collectible-figure-packaging-box/,200,http://localhost/hopgiayvpn/product/collectible-figure-packaging-box/,147831,1,"COLLECTIBLE FIGURE PACKAGING BOX",YES,YES,16,,YES,,PASS,
7085,http://localhost/hopgiayvpn/product/custom-toy-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-toy-packaging-box/,148284,1,"CUSTOM TOY PACKAGING BOX",YES,YES,16,,YES,,PASS,
7086,http://localhost/hopgiayvpn/product/educational-toy-packaging-box/,200,http://localhost/hopgiayvpn/product/educational-toy-packaging-box/,148118,1,"EDUCATIONAL TOY PACKAGING BOX",YES,YES,16,,YES,,PASS,
7087,http://localhost/hopgiayvpn/product/puzzle-packaging-box/,200,http://localhost/hopgiayvpn/product/puzzle-packaging-box/,147744,1,"PUZZLE PACKAGING BOX",YES,YES,16,,YES,,PASS,
7088,http://localhost/hopgiayvpn/product/coffee-capsule-packaging-box/,200,http://localhost/hopgiayvpn/product/coffee-capsule-packaging-box/,148596,1,"COFFEE CAPSULE PACKAGING BOX",YES,YES,16,,YES,,PASS,
7089,http://localhost/hopgiayvpn/product/coffee-drip-bag-packaging-box/,200,http://localhost/hopgiayvpn/product/coffee-drip-bag-packaging-box/,148093,1,"COFFEE DRIP BAG PACKAGING BOX",YES,YES,16,,YES,,PASS,
7090,http://localhost/hopgiayvpn/product/custom-coffee-bean-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-coffee-bean-packaging-box/,147764,1,"CUSTOM COFFEE BEAN PACKAGING BOX",YES,YES,16,,YES,,PASS,
7091,http://localhost/hopgiayvpn/product/custom-tea-bag-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-tea-bag-packaging-box/,147895,1,"CUSTOM TEA BAG PACKAGING BOX",YES,YES,16,,YES,,PASS,
7092,http://localhost/hopgiayvpn/product/loose-leaf-tea-packaging-box/,200,http://localhost/hopgiayvpn/product/loose-leaf-tea-packaging-box/,147437,1,"LOOSE LEAF TEA PACKAGING BOX",YES,YES,16,,YES,,PASS,
7093,http://localhost/hopgiayvpn/product/tea-coffee-gift-set-box/,200,http://localhost/hopgiayvpn/product/tea-coffee-gift-set-box/,148197,1,"TEA COFFEE GIFT SET BOX",YES,YES,16,,YES,,PASS,
7094,http://localhost/hopgiayvpn/product/tea-gift-box-with-compartments/,200,http://localhost/hopgiayvpn/product/tea-gift-box-with-compartments/,148933,1,"TEA GIFT BOX WITH COMPARTMENTS",YES,YES,16,,YES,,PASS,
7095,http://localhost/hopgiayvpn/product/custom-pet-food-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-pet-food-packaging-box/,148202,1,"CUSTOM PET FOOD PACKAGING BOX",YES,YES,16,,YES,,PASS,
7096,http://localhost/hopgiayvpn/product/custom-pet-treat-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-pet-treat-packaging-box/,147810,1,"CUSTOM PET TREAT PACKAGING BOX",YES,YES,16,,YES,,PASS,
7097,http://localhost/hopgiayvpn/product/pet-accessory-gift-box/,200,http://localhost/hopgiayvpn/product/pet-accessory-gift-box/,146780,1,"PET ACCESSORY GIFT BOX",YES,YES,16,,YES,,PASS,
7098,http://localhost/hopgiayvpn/product/pet-grooming-product-packaging-box/,200,http://localhost/hopgiayvpn/product/pet-grooming-product-packaging-box/,148470,1,"PET GROOMING PRODUCT PACKAGING BOX",YES,YES,16,,YES,,PASS,
7099,http://localhost/hopgiayvpn/product/pet-product-sample-kit-box/,200,http://localhost/hopgiayvpn/product/pet-product-sample-kit-box/,148495,1,"PET PRODUCT SAMPLE KIT BOX",YES,YES,16,,YES,,PASS,
7100,http://localhost/hopgiayvpn/product/pet-subscription-mailer-box/,200,http://localhost/hopgiayvpn/product/pet-subscription-mailer-box/,148841,1,"PET SUBSCRIPTION MAILER BOX",YES,YES,16,,YES,,PASS,
7101,http://localhost/hopgiayvpn/product/pet-supplement-packaging-box/,200,http://localhost/hopgiayvpn/product/pet-supplement-packaging-box/,148118,1,"PET SUPPLEMENT PACKAGING BOX",YES,YES,16,,YES,,PASS,
7181,http://localhost/hopgiayvpn/product/custom-white-paper-shopping-bag-with-brown-rope-handles/,200,http://localhost/hopgiayvpn/product/custom-white-paper-shopping-bag-with-brown-rope-handles/,154923,1,"CUSTOM WHITE PAPER SHOPPING BAG WITH BROWN ROPE HANDLES",YES,YES,18,,YES,,PASS,
7187,http://localhost/hopgiayvpn/product/custom-rust-paper-shopping-bag-with-rope-handles/,200,http://localhost/hopgiayvpn/product/custom-rust-paper-shopping-bag-with-rope-handles/,151136,1,"CUSTOM RUST PAPER SHOPPING BAG WITH ROPE HANDLES",YES,YES,16,,YES,,PASS,
7192,http://localhost/hopgiayvpn/product/custom-pink-paper-gift-bag-with-twisted-handles/,200,http://localhost/hopgiayvpn/product/custom-pink-paper-gift-bag-with-twisted-handles/,157136,1,"CUSTOM PINK PAPER GIFT BAG WITH TWISTED HANDLES",YES,YES,20,,YES,,PASS,
7199,http://localhost/hopgiayvpn/product/custom-lime-green-paper-shopping-bag-with-rope-handles/,200,http://localhost/hopgiayvpn/product/custom-lime-green-paper-shopping-bag-with-rope-handles/,152246,1,"CUSTOM LIME GREEN PAPER SHOPPING BAG WITH ROPE HANDLES",YES,YES,16,,YES,,PASS,
7204,http://localhost/hopgiayvpn/product/custom-birthday-paper-gift-bag-with-candle-print/,200,http://localhost/hopgiayvpn/product/custom-birthday-paper-gift-bag-with-candle-print/,151098,1,"CUSTOM BIRTHDAY PAPER GIFT BAG WITH CANDLE PRINT",YES,YES,16,,YES,,PASS,
7209,http://localhost/hopgiayvpn/product/custom-birthday-paper-gift-bag-with-present-print/,200,http://localhost/hopgiayvpn/product/custom-birthday-paper-gift-bag-with-present-print/,151716,1,"CUSTOM BIRTHDAY PAPER GIFT BAG WITH PRESENT PRINT",YES,YES,16,,YES,,PASS,
7291,http://localhost/hopgiayvpn/product/custom-christmas-gift-box-with-ribbon/,200,http://localhost/hopgiayvpn/product/custom-christmas-gift-box-with-ribbon/,149375,1,"CUSTOM CHRISTMAS GIFT BOX WITH RIBBON",YES,YES,16,,YES,,PASS,
