product_id,url,primary_keyword,seo_title,seo_title_length,meta_description,meta_description_length,focus_keyword_exact,seo_title_exact,meta_description_exact,seo_title_unique,meta_description_unique,focus_keyword_unique,canonical_db_preserved,effective_canonical_valid,frontend_title_exact,frontend_meta_exact,qa_status
835,http://localhost/hopgiayvpn/product/custom-wine-bottle-gift-box-with-paper-bag/,"wine bottle gift box with paper bag","Custom Wine Bottle Gift Box With Paper Bag for Wine Brands",58,"CUSTOM WINE BOTTLE GIFT BOX WITH PAPER BAG is a custom paper packaging solution for wine bottles, champagne, spirits, premium beverages, hotel gifts, holiday.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
840,http://localhost/hopgiayvpn/product/custom-wine-bottle-packaging-box/,"wine bottle packaging box","Custom Wine Bottle Packaging Box for Wine Brands Supplier",57,"CUSTOM WINE BOTTLE PACKAGING BOX is a custom paper packaging solution for wine bottles, champagne, spirits, olive oil bottles, premium beverage bottles.",152,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
860,http://localhost/hopgiayvpn/product/custom-shoe-packaging-box/,"shoe packaging box","Custom Shoe Packaging Box for Footwear Brands Manufacturer",58,"CUSTOM SHOE PACKAGING BOX is a custom paper packaging solution for sneakers, leather shoes, sandals, sports shoes, kids shoes, boutique footwear, sample shoes.",159,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
865,http://localhost/hopgiayvpn/product/custom-belt-packaging-box/,"belt packaging box","Custom Belt Packaging Box for Fashion Accessories Brands",56,"CUSTOM BELT PACKAGING BOX is a custom paper packaging solution for leather belts, woven belts, formal menswear accessories, promotional belt gifts, boutique.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
869,http://localhost/hopgiayvpn/product/custom-men-underwear-packaging-box/,"men underwear packaging box","Custom Men Underwear Packaging Box for Underwear Brands",55,"CUSTOM MEN UNDERWEAR PACKAGING BOX is a custom paper packaging solution for men underwear, boxer briefs, socks, undershirts, activewear basics, multi-pack.",155,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
872,http://localhost/hopgiayvpn/product/custom-sportswear-packaging-box/,"sportswear packaging box","Custom Sportswear Packaging Box for Sportswear Brands",53,"CUSTOM SPORTSWEAR PACKAGING BOX is a custom paper packaging solution for sportswear, gym shirts, leggings, team apparel, yoga wear, running accessories.",152,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
876,http://localhost/hopgiayvpn/product/custom-t-shirt-packaging-box/,"t shirt packaging box","Custom T-Shirt Packaging Box for T-Shirt Brands Manufacturer",60,"CUSTOM T-SHIRT PACKAGING BOX is a custom paper packaging solution for T-shirts, polo shirts, folded shirts, event apparel, fashion subscription boxes.",150,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
881,http://localhost/hopgiayvpn/product/custom-wallet-packaging-box/,"wallet packaging box","Custom Wallet Packaging Box for Wallet Brands Manufacturer",58,"CUSTOM WALLET PACKAGING BOX is a custom paper packaging solution for wallets, card holders, leather accessories, passport holders, small gift items, menswear.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
939,http://localhost/hopgiayvpn/product/custom-sports-shoe-packaging-box/,"sports shoe packaging box","Custom Sports Shoe Packaging Box for Sports Footwear Brands",59,"CUSTOM SPORTS SHOE PACKAGING BOX is a custom paper packaging solution for running shoes, training shoes, court shoes, sneakers, team footwear, limited.",151,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
944,http://localhost/hopgiayvpn/product/premium-pickleball-set-rigid-paper-box/,"pickleball set packaging box","PRemium Pickleball Set Rigid Paper Box for Pickleball Brands",60,"PREMIUM PICKLEBALL SET RIGID PAPER BOX is a custom paper packaging solution for pickleball paddle pairs, balls, grips, protective covers, accessory kits.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
949,http://localhost/hopgiayvpn/product/custom-knee-support-packaging-box/,"knee support packaging box","Custom Knee Support Packaging Box for Sports Supports Brands",60,"CUSTOM KNEE SUPPORT PACKAGING BOX is a custom paper packaging solution for compression knee sleeves, hinged knee braces, patella supports, recovery supports.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
956,http://localhost/hopgiayvpn/product/custom-sports-underwear-packaging-box/,"sports underwear packaging box","Custom Sports Underwear Packaging Box Manufacturer",50,"CUSTOM SPORTS UNDERWEAR PACKAGING BOX is a custom paper packaging solution for performance boxer briefs, compression shorts, sports bras, base layers.",150,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
981,http://localhost/hopgiayvpn/product/custom-paper-egg-packaging-boxes/,"custom paper egg packaging boxes","Custom Paper Egg Packaging Boxes for Fresh Eggs Brands",54,"CUSTOM PAPER EGG PACKAGING BOXES are protective fiber-based packs for farms, egg distributors, organic food brands, grocery chains, specialty retailers, and.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1023,http://localhost/hopgiayvpn/product/custom-blue-bird-nest-drawer-gift-box/,"blue bird nest drawer gift box","Custom Blue Bird Nest Drawer Gift Box for Bird Nest Brands",58,"CUSTOM BLUE BIRD NEST DRAWER GIFT BOX is a custom premium paper packaging solution for bird nest jars, bottled bird nest drinks, health food gift sets, and.",156,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1024,http://localhost/hopgiayvpn/product/custom-green-bird-nest-gift-box-with-handle/,"green bird nest gift box with handle","Custom Green Bird Nest Gift Box With Handle Manufacturer",56,"CUSTOM GREEN BIRD NEST GIFT BOX WITH HANDLE is a custom premium paper packaging solution for bird nest jars, bottled bird nest drinks, health food gift sets.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1025,http://localhost/hopgiayvpn/product/custom-green-bird-nest-cabinet-gift-box/,"green bird nest cabinet gift box","Custom Green Bird Nest Cabinet Gift Box for Bird Nest Brands",60,"CUSTOM GREEN BIRD NEST CABINET GIFT BOX is a custom premium paper packaging solution for bird nest jars, bottled bird nest drinks, health food gift sets, and.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1026,http://localhost/hopgiayvpn/product/custom-green-bird-nest-compartment-gift-box/,"green bird nest compartment gift box","Custom Green Bird Nest Compartment Gift Box Manufacturer",56,"CUSTOM GREEN BIRD NEST COMPARTMENT GIFT BOX is a custom premium paper packaging solution for bird nest jars, bottled bird nest drinks, health food gift sets.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1027,http://localhost/hopgiayvpn/product/kraft-corrugated-mailer-box/,"kraft corrugated mailer box","Kraft Corrugated Mailer Box for E-Commerce Brands Supplier",58,"KRAFT CORRUGATED MAILER BOX is a custom shipping packaging solution for e-commerce, subscription kits, apparel, gifts, and small product delivery.",146,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1168,http://localhost/hopgiayvpn/product/custom-candle-shipping-mailer-box-with-corrugated-insert/,"candle shipping mailer box","Custom Candle Shipping Mailer Box With Corrugated Insert",56,"CUSTOM CANDLE SHIPPING MAILER BOX WITH CORRUGATED INSERT is a protective e-commerce package for glass jar candles, soy candles, fragrance products.",147,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1169,http://localhost/hopgiayvpn/product/custom-two-piece-candle-gift-box-with-lid-and-base/,"two piece candle gift box","Custom Two-Piece Candle Gift Box With Lid And Base",50,"CUSTOM TWO-PIECE CANDLE GIFT BOX WITH LID AND BASE is a premium paper packaging option for scented candles, jar candles, ceramic candle vessels, holiday.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1170,http://localhost/hopgiayvpn/product/custom-window-candle-box-for-tumbler-candles/,"window candle box","Custom Window Candle Box For Tumbler Candles Manufacturer",57,"CUSTOM WINDOW CANDLE BOX FOR TUMBLER CANDLES is a retail paperboard package for glass tumbler candles, ceramic candle cups, colored wax candles and lifestyle.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1215,http://localhost/hopgiayvpn/product/custom-candle-paper-tube-box/,"candle paper tube box","Custom Candle Paper Tube Box for Candle Brands Manufacturer",59,"CUSTOM CANDLE PAPER TUBE BOX for glass jar candles, travel candles, aromatherapy candles, seasonal gift candles, and premium fragrance sets.",140,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1220,http://localhost/hopgiayvpn/product/custom-coffee-paper-tube-packaging/,"coffee paper tube packaging","Custom Coffee Paper Tube Packaging for Coffee Brands",52,"CUSTOM COFFEE PAPER TUBE PACKAGING for ground coffee, coffee beans, sample tubes, premium coffee gifts, seasonal blends, and beverage subscription packs.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1225,http://localhost/hopgiayvpn/product/custom-tea-paper-tube-packaging/,"tea paper tube packaging","Custom Tea Paper Tube Packaging for Tea Brands Manufacturer",59,"CUSTOM TEA PAPER TUBE PACKAGING for loose leaf tea, tea sachets, herbal blends, premium tea gifts, seasonal tea collections, and wellness beverage sets.",152,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1230,http://localhost/hopgiayvpn/product/custom-fitness-accessory-gift-box/,"fitness accessory gift box","Custom Fitness Accessory Gift Box Manufacturer Manufacturer",59,"CUSTOM FITNESS ACCESSORY GIFT BOX for resistance bands, grips, towels, jump ropes, training accessories, recovery tools, and branded fitness gift kits.",151,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1235,http://localhost/hopgiayvpn/product/custom-golf-ball-packaging-box/,"golf ball packaging box","Custom Golf Ball Packaging Box for Golf Brands Manufacturer",59,"CUSTOM GOLF BALL PACKAGING BOX for golf ball sleeves, three-ball packs, dozen-ball sets, tournament gifts, retail packs, and premium golf accessory kits.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1240,http://localhost/hopgiayvpn/product/custom-resistance-band-packaging-box/,"resistance band packaging box","Custom Resistance Band Packaging Box Manufacturer Supplier",58,"CUSTOM RESISTANCE BAND PACKAGING BOX for loop bands, tube bands, resistance sets, therapy bands, training kits, retail hanging packs, and e-commerce fitness.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1245,http://localhost/hopgiayvpn/product/custom-yoga-mat-packaging-box/,"yoga mat packaging box","Custom Yoga Mat Packaging Box for Yoga Brands Manufacturer",58,"CUSTOM YOGA MAT PACKAGING BOX for rolled yoga mats, pilates mats, fitness mats, travel mats, wellness gift sets, and e-commerce exercise equipment.",147,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1276,http://localhost/hopgiayvpn/product/custom-bracelet-packaging-box-with-pillow-insert/,"bracelet packaging box","Custom Bracelet Packaging Box With Pillow Insert Supplier",57,"CUSTOM BRACELET PACKAGING BOX WITH PILLOW INSERT is a custom jewelry paper box for boutique jewelry, retail display, gift packaging, and e-commerce orders.",155,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1281,http://localhost/hopgiayvpn/product/custom-earring-box-with-foam-insert/,"earring box with foam insert","Custom Earring Box With Foam Insert for Jewelry Brands",54,"CUSTOM EARRING BOX WITH FOAM INSERT is a custom jewelry paper box for boutique jewelry, retail display, gift packaging, and e-commerce orders.",142,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1286,http://localhost/hopgiayvpn/product/custom-necklace-paper-box-with-logo/,"necklace paper box","Custom Necklace Paper Box With Logo for Jewelry Brands",54,"CUSTOM NECKLACE PAPER BOX WITH LOGO is a custom jewelry paper box for boutique jewelry, retail display, gift packaging, and e-commerce orders.",142,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1291,http://localhost/hopgiayvpn/product/custom-ring-box-with-velvet-insert/,"ring box with velvet insert","Custom Ring Box With Velvet Insert for Jewelry Brands",53,"CUSTOM RING BOX WITH VELVET INSERT is a custom jewelry paper box for boutique jewelry, retail display, gift packaging, and e-commerce orders.",141,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1412,http://localhost/hopgiayvpn/product/custom-serum-packaging-box/,"serum packaging box","Custom Serum Packaging Box for Skincare Brands Manufacturer",59,"CUSTOM SERUM PACKAGING BOX is a custom paper packaging solution for glass dropper bottles, pump serums, ampoule-style serums, booster treatments, and.",150,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1413,http://localhost/hopgiayvpn/product/custom-cream-jar-packaging-box/,"cream jar packaging box","Custom Cream Jar Packaging Box for Skincare Brands",50,"CUSTOM CREAM JAR PACKAGING BOX is a custom paper packaging solution for face cream jars, moisturizer jars, night cream pots, gel cream containers, and.",151,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1414,http://localhost/hopgiayvpn/product/custom-lotion-bottle-packaging-box/,"lotion bottle packaging box","Custom Lotion Bottle Packaging Box for Skincare Brands",54,"CUSTOM LOTION BOTTLE PACKAGING BOX is a custom paper packaging solution for lotion bottles, pump bottles, body milk bottles, hand cream bottles, and.",149,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1415,http://localhost/hopgiayvpn/product/custom-facial-mask-packaging-box/,"facial mask packaging box","Custom Facial Mask Packaging Box for Skincare Brands",52,"CUSTOM FACIAL MASK PACKAGING BOX is a custom paper packaging solution for sheet mask sachets, facial mask pouches, clay mask packets, eye mask packs, and.",154,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1416,http://localhost/hopgiayvpn/product/custom-sunscreen-packaging-box/,"sunscreen packaging box","Custom Sunscreen Packaging Box for Skincare Brands",50,"CUSTOM SUNSCREEN PACKAGING BOX is a custom paper packaging solution for sunscreen tubes, SPF lotion bottles, mineral sunscreen sticks, face sunscreen bottles.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1417,http://localhost/hopgiayvpn/product/custom-toner-packaging-box/,"toner packaging box","Custom Toner Packaging Box for Skincare Brands Manufacturer",59,"CUSTOM TONER PACKAGING BOX is a custom paper packaging solution for toner bottles, essence bottles, mist bottles, balancing lotion bottles, and liquid.",151,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1418,http://localhost/hopgiayvpn/product/custom-cleanser-packaging-box/,"cleanser packaging box","Custom Cleanser Packaging Box for Skincare Brands Supplier",58,"CUSTOM CLEANSER PACKAGING BOX is a custom paper packaging solution for facial cleanser tubes, foam cleanser bottles, gel cleanser tubes, cleansing milk.",152,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1419,http://localhost/hopgiayvpn/product/custom-eye-cream-packaging-box/,"eye cream packaging box","Custom Eye Cream Packaging Box for Skincare Brands",50,"CUSTOM EYE CREAM PACKAGING BOX is a custom paper packaging solution for small eye cream tubes, mini jars, pump eye treatments, roller applicators, and.",151,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1420,http://localhost/hopgiayvpn/product/custom-skincare-set-packaging-box/,"skincare set packaging box","Custom Skincare Set Packaging Box for Skincare Brands",53,"CUSTOM SKINCARE SET PACKAGING BOX is a custom paper packaging solution for serum, toner, cleanser, cream, mask, lotion, eye cream, mini bottles, jars, and.",155,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1421,http://localhost/hopgiayvpn/product/custom-lip-balm-packaging-box/,"lip balm packaging box","Custom Lip Balm Packaging Box for Lip Care Brands Supplier",58,"CUSTOM LIP BALM PACKAGING BOX is a custom paper packaging solution for lip balm tubes, lip treatment sticks, small jars, tinted balms, SPF lip products, and.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1473,http://localhost/hopgiayvpn/product/custom-perfume-magnetic-closure-box/,"perfume magnetic closure box","Custom Perfume Magnetic Closure Box for Perfume Brands",54,"Custom Perfume Magnetic Closure Box is a custom magnetic closure box for glass perfume bottles, fragrance discovery sets, atomizer gifts, refill bottles, and.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1474,http://localhost/hopgiayvpn/product/custom-skincare-magnetic-closure-box/,"skincare magnetic closure box","Custom Skincare Magnetic Closure Box for Skincare Brands",56,"Custom Skincare Magnetic Closure Box is a custom magnetic closure box for serum bottles, cream jars, cleanser tubes, facial mask sets, routine kits, and.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1475,http://localhost/hopgiayvpn/product/custom-jewelry-magnetic-closure-box/,"jewelry magnetic closure box","Custom Jewelry Magnetic Closure Box for Jewelry Brands",54,"Custom Jewelry Magnetic Closure Box is a custom magnetic closure box for rings, earrings, necklaces, bracelets, charms, certificates, polishing cloths, and.",156,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1476,http://localhost/hopgiayvpn/product/custom-watch-magnetic-presentation-box/,"watch magnetic presentation box","Custom Watch Magnetic PResentation Box for Watch Brands",55,"Custom Watch Magnetic Presentation Box is a custom magnetic closure box for watches, watch straps, warranty cards, manuals, polishing cloths, certificates.",155,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1477,http://localhost/hopgiayvpn/product/custom-electronics-magnetic-closure-box/,"electronics magnetic closure box","Custom Electronics Magnetic Closure Box Manufacturer",52,"Custom Electronics Magnetic Closure Box is a custom magnetic closure box for wireless earbuds, chargers, cables, smart accessories, compact devices, manuals.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1478,http://localhost/hopgiayvpn/product/custom-candle-magnetic-gift-box/,"candle magnetic gift box","Custom Candle Magnetic Gift Box for Candle Brands Supplier",58,"Custom Candle Magnetic Gift Box is a custom magnetic closure box for glass candles, tin candles, diffuser sets, matches, scent cards, candle care cards, and.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1479,http://localhost/hopgiayvpn/product/custom-chocolate-magnetic-closure-box/,"chocolate magnetic closure box","Custom Chocolate Magnetic Closure Box for Chocolate Brands",58,"Custom Chocolate Magnetic Closure Box is a custom magnetic closure box for truffles, pralines, chocolate bars, assorted confectionery, tasting cards, sleeves.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1480,http://localhost/hopgiayvpn/product/custom-apparel-magnetic-gift-box/,"apparel magnetic gift box","Custom Apparel Magnetic Gift Box for Apparel Brands",51,"Custom Apparel Magnetic Gift Box is a custom magnetic closure box for folded shirts, scarves, socks, underwear sets, sportswear items, accessories, hang tags.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1481,http://localhost/hopgiayvpn/product/custom-corporate-pr-kit-magnetic-box/,"corporate pr kit magnetic box","Custom Corporate PR Kit Magnetic Box Manufacturer Supplier",58,"Custom Corporate PR Kit Magnetic Box is a custom magnetic closure box for product samples, cards, brochures, branded gifts, QR cards, vouchers, launch.",151,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
1482,http://localhost/hopgiayvpn/product/custom-wine-magnetic-gift-box/,"wine magnetic gift box","Custom Wine Magnetic Gift Box for Wine Brands Manufacturer",58,"Custom Wine Magnetic Gift Box is a custom magnetic closure box for wine bottles, sparkling drink bottles, tasting cards, bottle openers, glasses, sleeves, and.",159,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5557,http://localhost/hopgiayvpn/product/custom-perfume-and-lotion-gift-set-box/,"perfume and lotion gift set box","Custom Perfume And Lotion Gift Set Box for Perfume Brands",57,"CUSTOM PERFUME AND LOTION GIFT SET BOX is a custom perfume packaging solution for perfume bottles, body lotion tubes, cream jars, scent cards, mini sprays.",155,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5581,http://localhost/hopgiayvpn/product/custom-perfume-box-with-paper-insert/,"perfume box with paper insert","Custom Perfume Box With Paper Insert for Perfume Brands",55,"CUSTOM PERFUME BOX WITH PAPER INSERT is a custom perfume packaging solution for perfume bottles, cologne bottles, travel sprays, refill bottles, fragrance.",155,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5609,http://localhost/hopgiayvpn/product/custom-perfume-drawer-box-with-insert/,"perfume drawer box with insert","Custom Perfume Drawer Box With Insert for Perfume Brands",56,"CUSTOM PERFUME DRAWER BOX WITH INSERT is a custom perfume packaging solution for perfume bottles, sample vials, scent cards, refill bottles, atomizers, and.",156,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5635,http://localhost/hopgiayvpn/product/custom-perfume-sample-set-box/,"perfume sample set box","Custom Perfume Sample Set Box for Perfume Samples Brands",56,"CUSTOM PERFUME SAMPLE SET BOX is a custom perfume packaging solution for multiple perfume vials, mini spray bottles, scent cards, discovery notes, refill.",154,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5661,http://localhost/hopgiayvpn/product/custom-refillable-perfume-packaging-box/,"refillable perfume packaging box","Custom Refillable Perfume Packaging Box Manufacturer",52,"CUSTOM REFILLABLE PERFUME PACKAGING BOX is a custom perfume packaging solution for refillable perfume bottles, travel atomizers, refill cartridges, glass.",154,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5685,http://localhost/hopgiayvpn/product/custom-folding-carton-perfume-box/,"folding carton perfume box","Custom Folding Carton Perfume Box for Perfume Brands",52,"CUSTOM FOLDING CARTON PERFUME BOX is a custom perfume packaging solution for 30ml, 50ml, and 100ml perfume bottles, cologne bottles, eau de parfum cartons.",155,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5709,http://localhost/hopgiayvpn/product/custom-luxury-perfume-box-with-magnetic-closure/,"luxury perfume box with magnetic closure","Custom Luxury Perfume Box With Magnetic Closure Manufacturer",60,"CUSTOM LUXURY PERFUME BOX WITH MAGNETIC CLOSURE is a custom perfume packaging solution for premium glass perfume bottles, limited fragrance launches, atomizer.",159,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5735,http://localhost/hopgiayvpn/product/custom-mini-perfume-bottle-packaging-box/,"mini perfume bottle packaging box","Custom Mini Perfume Bottle Packaging Box Manufacturer",53,"CUSTOM MINI PERFUME BOTTLE PACKAGING BOX is a custom perfume packaging solution for mini perfume bottles, sample spray vials, travel atomizers, discovery.",154,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5757,http://localhost/hopgiayvpn/product/custom-perfume-box-with-eva-foam-insert/,"perfume box with eva foam insert","Custom Perfume Box With EVA Foam Insert for Perfume Brands",58,"CUSTOM PERFUME BOX WITH EVA FOAM INSERT is a custom perfume packaging solution for fragile glass perfume bottles, premium caps, atomizer bottles, sample cards.",159,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5779,http://localhost/hopgiayvpn/product/custom-perfume-box-with-lid-and-base/,"perfume box with lid and base","Custom Perfume Box With Lid And Base for Perfume Brands",55,"CUSTOM PERFUME BOX WITH LID AND BASE is a custom perfume packaging solution for perfume bottles, cologne bottles, scent cards, travel sprays, refill bottles.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5803,http://localhost/hopgiayvpn/product/custom-corrugated-apparel-mailer-box/,"corrugated apparel mailer box","Custom Corrugated Apparel Mailer Box for Apparel Brands",55,"CUSTOM CORRUGATED APPAREL MAILER BOX is a custom corrugated packaging solution for folded shirts, hoodies, socks, accessories, textile samples, influencer.",155,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5824,http://localhost/hopgiayvpn/product/custom-corrugated-book-mailer-box/,"corrugated book mailer box","Custom Corrugated Book Mailer Box for Books Brands",50,"CUSTOM CORRUGATED BOOK MAILER BOX is a custom corrugated packaging solution for books, notebooks, journals, catalogs, planners, printed manuals, educational.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5849,http://localhost/hopgiayvpn/product/custom-corrugated-bottle-shipping-box-with-dividers/,"corrugated bottle shipping box with dividers","Custom Corrugated Bottle Shipping Box With Dividers",51,"CUSTOM CORRUGATED BOTTLE SHIPPING BOX WITH DIVIDERS is a custom corrugated packaging solution for glass bottles, beverage samples, sauce bottles, essential.",156,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5873,http://localhost/hopgiayvpn/product/custom-corrugated-candle-shipping-box/,"corrugated candle shipping box","Custom Corrugated Candle Shipping Box for Candles Brands",56,"CUSTOM CORRUGATED CANDLE SHIPPING BOX is a custom corrugated packaging solution for glass jar candles, tin candles, ceramic candle cups, wax melts, candle.",155,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5897,http://localhost/hopgiayvpn/product/custom-corrugated-cosmetic-mailer-box/,"corrugated cosmetic mailer box","Custom Corrugated Cosmetic Mailer Box for Cosmetics Brands",58,"CUSTOM CORRUGATED COSMETIC MAILER BOX is a custom corrugated packaging solution for serum bottles, cream jars, tubes, cosmetic cartons, sample sachets, beauty.",159,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5924,http://localhost/hopgiayvpn/product/custom-corrugated-electronics-mailer-box/,"corrugated electronics mailer box","Custom Corrugated Electronics Mailer Box Manufacturer",53,"CUSTOM CORRUGATED ELECTRONICS MAILER BOX is a custom corrugated packaging solution for charging cables, adapters, phone cases, small gadgets, repair tools.",155,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5952,http://localhost/hopgiayvpn/product/custom-corrugated-food-delivery-box/,"corrugated food delivery box","Custom Corrugated Food Delivery Box for Food Delivery Brands",60,"CUSTOM CORRUGATED FOOD DELIVERY BOX is a custom corrugated packaging solution for meal kits, bakery items, snack packs, sauce jars, dry food sets, insulated.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
5972,http://localhost/hopgiayvpn/product/custom-corrugated-gift-set-mailer-box/,"corrugated gift set mailer box","Custom Corrugated Gift Set Mailer Box Manufacturer",50,"CUSTOM CORRUGATED GIFT SET MAILER BOX is a custom corrugated packaging solution for multi-item gift sets, promotional kits, branded merchandise, candles.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
6000,http://localhost/hopgiayvpn/product/custom-corrugated-shoe-mailer-box/,"corrugated shoe mailer box","Custom Corrugated Shoe Mailer Box for Footwear Brands",53,"CUSTOM CORRUGATED SHOE MAILER BOX is a custom corrugated packaging solution for sneakers, sandals, casual shoes, footwear samples, socks, shoe care cards, and.",159,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
6024,http://localhost/hopgiayvpn/product/custom-corrugated-subscription-box/,"corrugated subscription box","Custom Corrugated Subscription Box Manufacturer Manufacturer",60,"CUSTOM CORRUGATED SUBSCRIPTION BOX is a custom corrugated packaging solution for monthly product assortments, sample kits, lifestyle items, beauty minis.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7081,http://localhost/hopgiayvpn/product/board-game-packaging-box/,"board game packaging box","Board Game Packaging Box for Toys Brands Manufacturer",53,"Board Game Packaging Box is developed for board-game publishers, tabletop studios, educational game brands, crowdfunding teams, and specialty retailers.",152,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7082,http://localhost/hopgiayvpn/product/card-game-packaging-box/,"card game packaging box","Card Game Packaging Box for Toys Brands Manufacturer",52,"Card Game Packaging Box is developed for card-game publishers, learning brands, promotional agencies, casino suppliers, and retail card manufacturers packing.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7083,http://localhost/hopgiayvpn/product/childrens-craft-kit-packaging-box/,"children s craft kit packaging box","Childrens Craft Kit Packaging Box for Toys Brands Supplier",58,"Childrens Craft Kit Packaging Box is developed for creative toy brands, school suppliers, museum shops, subscription craft programs, and educational.",149,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
7084,http://localhost/hopgiayvpn/product/collectible-figure-packaging-box/,"collectible figure packaging box","Collectible Figure Packaging Box for Toys Brands Supplier",57,"Collectible Figure Packaging Box is developed for collectible brands, animation licensors, designer-toy studios, event merchandise teams, and specialty.",152,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
