product_id,title,url,url_http_status,search_intent,primary_keyword,secondary_keyword_1,secondary_keyword_2,secondary_keyword_3,secondary_keyword_4,secondary_keyword_5,search_volume,keyword_difficulty,decision_flag,decision_reason,owner_review
778,"CUSTOM SUPPLEMENT DRAWER PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-supplement-drawer-packaging-box/,200,"Commercial investigation — source supplement drawer packaging box for supplement; evaluate supplement drawer packaging box.","supplement drawer packaging box","supplement packaging box","supplement drawer packaging box manufacturer","supplement drawer packaging box for supplement","rigid greyboard supplement box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, insert/support, packed product/use",YES
779,"CUSTOM DOUBLE WINE BOTTLE GIFT BOX",http://localhost/hopgiayvpn/product/custom-double-wine-bottle-gift-box/,200,"Commercial investigation — source double wine bottle gift box for wine; evaluate double wine bottle gift box.","double wine bottle gift box","wine packaging box","double wine bottle gift box manufacturer","double wine bottle gift box for wine","rigid greyboard wine box",,,,NEEDS_OWNER_REVIEW,"Search intent overlaps, but one or both source records lack enough Product DNA to prove a distinct variant.",YES
780,"CUSTOM DRAWER GIFT BOX",http://localhost/hopgiayvpn/product/custom-drawer-gift-box/,200,"Commercial investigation — source drawer gift box for retail; evaluate drawer gift box with sliding tray.","drawer gift box","drawer gift box with sliding tray","retail packaging box","drawer gift box manufacturer","drawer gift box with sliding tray for retail","rigid greyboard retail box",,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",NO
781,"CUSTOM FOUNTAIN PEN GIFT BOX",http://localhost/hopgiayvpn/product/custom-fountain-pen-gift-box/,200,"Commercial investigation — source fountain pen gift box for stationery; evaluate fountain pen gift box with custom tray.","fountain pen gift box","fountain pen gift box with custom tray","stationery packaging box","fountain pen gift box manufacturer","fountain pen gift box with custom tray for stationery","rigid greyboard stationery box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
782,"CUSTOM KNIFE SET PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-knife-set-packaging-box/,200,"Commercial investigation — source knife set packaging box for kitchenware; evaluate knife set packaging box with protective insert.","knife set packaging box","knife set packaging box with protective insert","kitchenware packaging box","knife set packaging box manufacturer","knife set packaging box with protective insert for kitchenware","rigid greyboard kitchenware box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
783,"CUSTOM KRAFT PAPER BAG FOR SUPPLEMENT PACKAGING",http://localhost/hopgiayvpn/product/custom-kraft-paper-bag-for-supplement-packaging/,200,"Commercial investigation — source kraft paper bag for supplement packaging for supplement; evaluate kraft paper bag for supplement packaging.","kraft paper bag for supplement packaging","supplement packaging box","kraft paper bag for supplement packaging manufacturer","kraft paper bag for supplement packaging for supplement","brown kraft paper supplement box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
793,"CUSTOM PHONE PACKAGING BOX WITH PAPER BAG",http://localhost/hopgiayvpn/product/custom-phone-packaging-box-with-paper-bag/,200,"Commercial investigation — source phone packaging box with paper bag for electronics; evaluate phone packaging box with paper bag.","phone packaging box with paper bag","electronics packaging box","phone packaging box with paper bag manufacturer","phone packaging box with paper bag for electronics","rigid board electronics box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
794,"CUSTOM RED PAPER SHOPPING BAG",http://localhost/hopgiayvpn/product/custom-red-paper-shopping-bag/,200,"Commercial investigation — source red paper shopping bag for fashion; evaluate red paper shopping bag.","red paper shopping bag","fashion packaging box","red paper shopping bag manufacturer","red paper shopping bag for fashion","art paper fashion box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, packed product/use",YES
802,"CUSTOM SKINCARE GIFT BOX WITH INSERT",http://localhost/hopgiayvpn/product/custom-skincare-gift-box-with-insert/,200,"Commercial investigation — source skincare gift box with insert for beauty; evaluate skincare gift box with insert.","skincare gift box with insert","beauty packaging box","skincare gift box with insert manufacturer","skincare gift box with insert for beauty","rigid board beauty box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
807,"CUSTOM STATIONERY PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-stationery-packaging-box/,200,"Commercial investigation — source stationery packaging box for stationery; evaluate stationery packaging box.","stationery packaging box","stationery packaging box manufacturer","stationery packaging box for stationery","ivory paper stationery box",,,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
815,"CUSTOM TABLET PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-tablet-packaging-box/,200,"Commercial investigation — source tablet packaging box for pharmaceutical; evaluate tablet packaging box.","tablet packaging box","pharmaceutical packaging box","tablet packaging box manufacturer","tablet packaging box for pharmaceutical","sbs paperboard pharmaceutical box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
821,"CUSTOM THERMOS BOTTLE PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-thermos-bottle-packaging-box/,200,"Commercial investigation — source thermos bottle packaging box for drinkware; evaluate thermos bottle packaging box.","thermos bottle packaging box","drinkware packaging box","thermos bottle packaging box manufacturer","thermos bottle packaging box for drinkware","ivory paper drinkware box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
829,"Custom Vial Boxes for Glass Vials, Ampoules and Lab Samples",http://localhost/hopgiayvpn/product/custom-vial-packaging-box/,200,"Commercial investigation — source custom vial boxes for pharmaceutical; evaluate vial packaging box.","custom vial boxes","vial packaging box","pharmaceutical packaging box","custom vial boxes manufacturer","vial packaging box for pharmaceutical","ivory paper pharmaceutical box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
835,"CUSTOM WINE BOTTLE GIFT BOX WITH PAPER BAG",http://localhost/hopgiayvpn/product/custom-wine-bottle-gift-box-with-paper-bag/,200,"Commercial investigation — source wine bottle gift box with paper bag for wine; evaluate wine bottle gift box with paper bag.","wine bottle gift box with paper bag","wine packaging box","wine bottle gift box with paper bag manufacturer","wine bottle gift box with paper bag for wine","rigid board wine box",,,,NEEDS_OWNER_REVIEW,"Search intent overlaps, but one or both source records lack enough Product DNA to prove a distinct variant.",YES
840,"CUSTOM WINE BOTTLE PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-wine-bottle-packaging-box/,200,"Commercial investigation — source wine bottle packaging box for wine; evaluate wine bottle packaging box.","wine bottle packaging box","wine packaging box","wine bottle packaging box manufacturer","wine bottle packaging box for wine","rigid board wine box",,,,NEEDS_OWNER_REVIEW,"Search intent overlaps, but one or both source records lack enough Product DNA to prove a distinct variant.",YES
860,"CUSTOM SHOE PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-shoe-packaging-box/,200,"Commercial investigation — source shoe packaging box for footwear; evaluate shoe packaging box.","shoe packaging box","footwear packaging box","shoe packaging box manufacturer","shoe packaging box for footwear","duplex board footwear box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",NO
865,"CUSTOM BELT PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-belt-packaging-box/,200,"Commercial investigation — source belt packaging box for fashion accessories; evaluate belt packaging box.","belt packaging box","fashion accessories packaging box","belt packaging box manufacturer","belt packaging box for fashion accessories","rigid board fashion accessories box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
869,"CUSTOM MEN UNDERWEAR PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-men-underwear-packaging-box/,200,"Commercial investigation — source men underwear packaging box for underwear; evaluate men underwear packaging box.","men underwear packaging box","underwear packaging box","men underwear packaging box manufacturer","men underwear packaging box for underwear","ivory board underwear box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
872,"CUSTOM SPORTSWEAR PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-sportswear-packaging-box/,200,"Commercial investigation — source sportswear packaging box for sportswear; evaluate sportswear packaging box.","sportswear packaging box","sportswear packaging box manufacturer","sportswear packaging box for sportswear","ivory board sportswear box",,,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
876,"CUSTOM T-SHIRT PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-t-shirt-packaging-box/,200,"Commercial investigation — source t shirt packaging box for t-shirt; evaluate t shirt packaging box.","t shirt packaging box","t shirt packaging box manufacturer","t shirt packaging box for t shirt","ivory board t shirt box",,,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
881,"CUSTOM WALLET PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-wallet-packaging-box/,200,"Commercial investigation — source wallet packaging box for wallet; evaluate wallet packaging box.","wallet packaging box","wallet packaging box manufacturer","wallet packaging box for wallet","rigid board wallet box",,,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",NO
939,"CUSTOM SPORTS SHOE PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-sports-shoe-packaging-box/,200,"Commercial investigation — source sports shoe packaging box for sports footwear; evaluate sports shoe packaging box.","sports shoe packaging box","sports footwear packaging box","sports shoe packaging box manufacturer","sports shoe packaging box for sports footwear","duplex board sports footwear box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
944,"PREMIUM PICKLEBALL SET RIGID PAPER BOX",http://localhost/hopgiayvpn/product/premium-pickleball-set-rigid-paper-box/,200,"Commercial investigation — source pickleball set packaging box for pickleball; evaluate pickleball set rigid paper box.","pickleball set packaging box","pickleball set rigid paper box","pickleball packaging box","pickleball set packaging box manufacturer","pickleball set rigid paper box for pickleball","rigid greyboard pickleball box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
949,"CUSTOM KNEE SUPPORT PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-knee-support-packaging-box/,200,"Commercial investigation — source knee support packaging box for sports supports; evaluate knee support packaging box.","knee support packaging box","sports supports packaging box","knee support packaging box manufacturer","knee support packaging box for sports supports","ivory board sports supports box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
956,"CUSTOM SPORTS UNDERWEAR PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-sports-underwear-packaging-box/,200,"Commercial investigation — source sports underwear packaging box for sports underwear; evaluate sports underwear packaging box.","sports underwear packaging box","sports underwear packaging box manufacturer","sports underwear packaging box for sports underwear","ivory board sports underwear box",,,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
981,"CUSTOM PAPER EGG PACKAGING BOXES",http://localhost/hopgiayvpn/product/custom-paper-egg-packaging-boxes/,200,"Commercial investigation — source custom paper egg packaging boxes for fresh eggs; evaluate egg carton hinged egg box window box tray with outer paper box.","custom paper egg packaging boxes","egg carton hinged egg box window box tray with outer paper box","fresh eggs packaging box","custom paper egg packaging boxes manufacturer","egg carton hinged egg box window box tray with outer paper box for fresh eggs","kraft paperboard fresh eggs box",,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
1023,"CUSTOM BLUE BIRD NEST DRAWER GIFT BOX",http://localhost/hopgiayvpn/product/custom-blue-bird-nest-drawer-gift-box/,200,"Commercial investigation — source blue bird nest drawer gift box for bird nest; evaluate blue bird nest drawer gift box.","blue bird nest drawer gift box","bird nest packaging box","blue bird nest drawer gift box manufacturer","blue bird nest drawer gift box for bird nest","rigid greyboard bird nest box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1024,"CUSTOM GREEN BIRD NEST GIFT BOX WITH HANDLE",http://localhost/hopgiayvpn/product/custom-green-bird-nest-gift-box-with-handle/,200,"Commercial investigation — source green bird nest gift box with handle for bird nest; evaluate green bird nest gift box with handle.","green bird nest gift box with handle","bird nest packaging box","green bird nest gift box with handle manufacturer","green bird nest gift box with handle for bird nest","rigid board bird nest box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support",NO
1025,"CUSTOM GREEN BIRD NEST CABINET GIFT BOX",http://localhost/hopgiayvpn/product/custom-green-bird-nest-cabinet-gift-box/,200,"Commercial investigation — source green bird nest cabinet gift box for bird nest; evaluate green bird nest cabinet gift box.","green bird nest cabinet gift box","bird nest packaging box","green bird nest cabinet gift box manufacturer","green bird nest cabinet gift box for bird nest","rigid greyboard bird nest box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support",NO
1026,"CUSTOM GREEN BIRD NEST COMPARTMENT GIFT BOX",http://localhost/hopgiayvpn/product/custom-green-bird-nest-compartment-gift-box/,200,"Commercial investigation — source green bird nest compartment gift box for bird nest; evaluate green bird nest compartment gift box.","green bird nest compartment gift box","bird nest packaging box","green bird nest compartment gift box manufacturer","green bird nest compartment gift box for bird nest","rigid board bird nest box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support",NO
1027,"KRAFT CORRUGATED MAILER BOX",http://localhost/hopgiayvpn/product/kraft-corrugated-mailer-box/,200,"Commercial investigation — source kraft corrugated mailer box for e-commerce; evaluate corrugated mailer box.","kraft corrugated mailer box","corrugated mailer box","e commerce packaging box","kraft corrugated mailer box manufacturer","corrugated mailer box for e commerce","kraft corrugated paper e commerce box",,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, insert/support, packed product/use",YES
1168,"CUSTOM CANDLE SHIPPING MAILER BOX WITH CORRUGATED INSERT",http://localhost/hopgiayvpn/product/custom-candle-shipping-mailer-box-with-corrugated-insert/,200,"Commercial investigation — source candle shipping mailer box for candles; evaluate candle shipping mailer box.","candle shipping mailer box","candles packaging box","candle shipping mailer box manufacturer","candle shipping mailer box for candles","kraft corrugated board candles box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, insert/support, packed product/use",NO
1169,"CUSTOM TWO-PIECE CANDLE GIFT BOX WITH LID AND BASE",http://localhost/hopgiayvpn/product/custom-two-piece-candle-gift-box-with-lid-and-base/,200,"Commercial investigation — source two piece candle gift box for candles; evaluate two piece candle gift box.","two piece candle gift box","candles packaging box","two piece candle gift box manufacturer","two piece candle gift box for candles","rigid greyboard candles box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
1170,"CUSTOM WINDOW CANDLE BOX FOR TUMBLER CANDLES",http://localhost/hopgiayvpn/product/custom-window-candle-box-for-tumbler-candles/,200,"Commercial investigation — source window candle box for candles; evaluate window candle box.","window candle box","candles packaging box","window candle box manufacturer","window candle box for candles","ivory board candles box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1215,"CUSTOM CANDLE PAPER TUBE BOX",http://localhost/hopgiayvpn/product/custom-candle-paper-tube-box/,200,"Commercial investigation — source candle paper tube box for candle; evaluate candle paper tube box.","candle paper tube box","candle packaging box","candle paper tube box manufacturer","candle paper tube box for candle","rigid paper tube board candle box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1220,"CUSTOM COFFEE PAPER TUBE PACKAGING",http://localhost/hopgiayvpn/product/custom-coffee-paper-tube-packaging/,200,"Commercial investigation — source coffee paper tube packaging for coffee; evaluate coffee paper tube packaging.","coffee paper tube packaging","coffee packaging box","coffee paper tube packaging manufacturer","coffee paper tube packaging for coffee","kraft paper tube board coffee box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1225,"CUSTOM TEA PAPER TUBE PACKAGING",http://localhost/hopgiayvpn/product/custom-tea-paper-tube-packaging/,200,"Commercial investigation — source tea paper tube packaging for tea; evaluate tea paper tube packaging.","tea paper tube packaging","tea packaging box","tea paper tube packaging manufacturer","tea paper tube packaging for tea","rigid paper tube board tea box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1230,"CUSTOM FITNESS ACCESSORY GIFT BOX",http://localhost/hopgiayvpn/product/custom-fitness-accessory-gift-box/,200,"Commercial investigation — source fitness accessory gift box for fitness accessories; evaluate fitness accessory gift box.","fitness accessory gift box","fitness accessories packaging box","fitness accessory gift box manufacturer","fitness accessory gift box for fitness accessories","rigid greyboard fitness accessories box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1235,"CUSTOM GOLF BALL PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-golf-ball-packaging-box/,200,"Commercial investigation — source golf ball packaging box for golf; evaluate golf ball packaging box.","golf ball packaging box","golf packaging box","golf ball packaging box manufacturer","golf ball packaging box for golf","ivory board golf box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1240,"CUSTOM RESISTANCE BAND PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-resistance-band-packaging-box/,200,"Commercial investigation — source resistance band packaging box for fitness accessories; evaluate resistance band packaging box.","resistance band packaging box","fitness accessories packaging box","resistance band packaging box manufacturer","resistance band packaging box for fitness accessories","ivory board fitness accessories box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1245,"CUSTOM YOGA MAT PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-yoga-mat-packaging-box/,200,"Commercial investigation — source yoga mat packaging box for yoga; evaluate yoga mat packaging box.","yoga mat packaging box","yoga packaging box","yoga mat packaging box manufacturer","yoga mat packaging box for yoga","corrugated board yoga box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1276,"CUSTOM BRACELET PACKAGING BOX WITH PILLOW INSERT",http://localhost/hopgiayvpn/product/custom-bracelet-packaging-box-with-pillow-insert/,200,"Commercial investigation — source bracelet packaging box for jewelry; evaluate bracelet packaging box.","bracelet packaging box","jewelry packaging box","bracelet packaging box manufacturer","bracelet packaging box for jewelry","rigid greyboard jewelry box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, insert/support, packed product/use",YES
1281,"CUSTOM EARRING BOX WITH FOAM INSERT",http://localhost/hopgiayvpn/product/custom-earring-box-with-foam-insert/,200,"Commercial investigation — source earring box with foam insert for jewelry; evaluate earring box with foam insert.","earring box with foam insert","jewelry packaging box","earring box with foam insert manufacturer","earring box with foam insert for jewelry","rigid greyboard jewelry box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
1286,"CUSTOM NECKLACE PAPER BOX WITH LOGO",http://localhost/hopgiayvpn/product/custom-necklace-paper-box-with-logo/,200,"Commercial investigation — source necklace paper box for jewelry; evaluate necklace paper box.","necklace paper box","jewelry packaging box","necklace paper box manufacturer","necklace paper box for jewelry","rigid greyboard jewelry box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, insert/support, packed product/use",YES
1291,"CUSTOM RING BOX WITH VELVET INSERT",http://localhost/hopgiayvpn/product/custom-ring-box-with-velvet-insert/,200,"Commercial investigation — source ring box with velvet insert for jewelry; evaluate ring box with velvet insert.","ring box with velvet insert","jewelry packaging box","ring box with velvet insert manufacturer","ring box with velvet insert for jewelry","rigid greyboard jewelry box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
1412,"CUSTOM SERUM PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-serum-packaging-box/,200,"Commercial investigation — source serum packaging box for skincare; evaluate serum packaging box.","serum packaging box","skincare packaging box","serum packaging box manufacturer","serum packaging box for skincare","sbs paperboard skincare box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1413,"CUSTOM CREAM JAR PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-cream-jar-packaging-box/,200,"Commercial investigation — source cream jar packaging box for skincare; evaluate cream jar packaging box.","cream jar packaging box","skincare packaging box","cream jar packaging box manufacturer","cream jar packaging box for skincare","rigid greyboard skincare box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1414,"CUSTOM LOTION BOTTLE PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-lotion-bottle-packaging-box/,200,"Commercial investigation — source lotion bottle packaging box for skincare; evaluate lotion bottle packaging box.","lotion bottle packaging box","skincare packaging box","lotion bottle packaging box manufacturer","lotion bottle packaging box for skincare","sbs paperboard skincare box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1415,"CUSTOM FACIAL MASK PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-facial-mask-packaging-box/,200,"Commercial investigation — source facial mask packaging box for skincare; evaluate facial mask packaging box.","facial mask packaging box","skincare packaging box","facial mask packaging box manufacturer","facial mask packaging box for skincare","ivory board skincare box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1416,"CUSTOM SUNSCREEN PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-sunscreen-packaging-box/,200,"Commercial investigation — source sunscreen packaging box for skincare; evaluate sunscreen packaging box.","sunscreen packaging box","skincare packaging box","sunscreen packaging box manufacturer","sunscreen packaging box for skincare","sbs paperboard skincare box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1417,"CUSTOM TONER PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-toner-packaging-box/,200,"Commercial investigation — source toner packaging box for skincare; evaluate toner packaging box.","toner packaging box","skincare packaging box","toner packaging box manufacturer","toner packaging box for skincare","ivory board skincare box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1418,"CUSTOM CLEANSER PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-cleanser-packaging-box/,200,"Commercial investigation — source cleanser packaging box for skincare; evaluate cleanser packaging box.","cleanser packaging box","skincare packaging box","cleanser packaging box manufacturer","cleanser packaging box for skincare","sbs paperboard skincare box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1419,"CUSTOM EYE CREAM PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-eye-cream-packaging-box/,200,"Commercial investigation — source eye cream packaging box for skincare; evaluate eye cream packaging box.","eye cream packaging box","skincare packaging box","eye cream packaging box manufacturer","eye cream packaging box for skincare","rigid greyboard skincare box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1420,"CUSTOM SKINCARE SET PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-skincare-set-packaging-box/,200,"Commercial investigation — source skincare set packaging box for skincare; evaluate skincare set packaging box.","skincare set packaging box","skincare packaging box","skincare set packaging box manufacturer","skincare set packaging box for skincare","rigid greyboard skincare box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1421,"CUSTOM LIP BALM PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-lip-balm-packaging-box/,200,"Commercial investigation — source lip balm packaging box for lip care; evaluate lip balm packaging box.","lip balm packaging box","lip care packaging box","lip balm packaging box manufacturer","lip balm packaging box for lip care","sbs paperboard lip care box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",NO
1473,"Custom Perfume Magnetic Closure Box",http://localhost/hopgiayvpn/product/custom-perfume-magnetic-closure-box/,200,"Commercial investigation — source perfume magnetic closure box for perfume; evaluate perfume magnetic closure box.","perfume magnetic closure box","perfume packaging box","perfume magnetic closure box manufacturer","perfume magnetic closure box for perfume","rigid greyboard perfume box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
1474,"Custom Skincare Magnetic Closure Box",http://localhost/hopgiayvpn/product/custom-skincare-magnetic-closure-box/,200,"Commercial investigation — source skincare magnetic closure box for skincare; evaluate skincare magnetic closure box.","skincare magnetic closure box","skincare packaging box","skincare magnetic closure box manufacturer","skincare magnetic closure box for skincare","rigid greyboard skincare box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
1475,"Custom Jewelry Magnetic Closure Box",http://localhost/hopgiayvpn/product/custom-jewelry-magnetic-closure-box/,200,"Commercial investigation — source jewelry magnetic closure box for jewelry; evaluate jewelry magnetic closure box.","jewelry magnetic closure box","jewelry packaging box","jewelry magnetic closure box manufacturer","jewelry magnetic closure box for jewelry","rigid greyboard jewelry box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
1476,"Custom Watch Magnetic Presentation Box",http://localhost/hopgiayvpn/product/custom-watch-magnetic-presentation-box/,200,"Commercial investigation — source watch magnetic presentation box for watch; evaluate watch magnetic presentation box.","watch magnetic presentation box","watch packaging box","watch magnetic presentation box manufacturer","watch magnetic presentation box for watch","rigid greyboard watch box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
1477,"Custom Electronics Magnetic Closure Box",http://localhost/hopgiayvpn/product/custom-electronics-magnetic-closure-box/,200,"Commercial investigation — source electronics magnetic closure box for electronics; evaluate electronics magnetic closure box.","electronics magnetic closure box","electronics packaging box","electronics magnetic closure box manufacturer","electronics magnetic closure box for electronics","rigid greyboard electronics box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
1478,"Custom Candle Magnetic Gift Box",http://localhost/hopgiayvpn/product/custom-candle-magnetic-gift-box/,200,"Commercial investigation — source candle magnetic gift box for candle; evaluate candle magnetic gift box.","candle magnetic gift box","candle packaging box","candle magnetic gift box manufacturer","candle magnetic gift box for candle","rigid greyboard candle box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
1479,"Custom Chocolate Magnetic Closure Box",http://localhost/hopgiayvpn/product/custom-chocolate-magnetic-closure-box/,200,"Commercial investigation — source chocolate magnetic closure box for chocolate; evaluate chocolate magnetic closure box.","chocolate magnetic closure box","chocolate packaging box","chocolate magnetic closure box manufacturer","chocolate magnetic closure box for chocolate","rigid greyboard chocolate box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
1480,"Custom Apparel Magnetic Gift Box",http://localhost/hopgiayvpn/product/custom-apparel-magnetic-gift-box/,200,"Commercial investigation — source apparel magnetic gift box for apparel; evaluate apparel magnetic gift box.","apparel magnetic gift box","apparel packaging box","apparel magnetic gift box manufacturer","apparel magnetic gift box for apparel","rigid greyboard apparel box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
1481,"Custom Corporate PR Kit Magnetic Box",http://localhost/hopgiayvpn/product/custom-corporate-pr-kit-magnetic-box/,200,"Commercial investigation — source corporate pr kit magnetic box for corporate gift; evaluate corporate pr kit magnetic box.","corporate pr kit magnetic box","corporate gift packaging box","corporate pr kit magnetic box manufacturer","corporate pr kit magnetic box for corporate gift","rigid greyboard corporate gift box",,,,KEEP_DISTINCT,"Distinct product title and source-backed DNA.",YES
1482,"Custom Wine Magnetic Gift Box",http://localhost/hopgiayvpn/product/custom-wine-magnetic-gift-box/,200,"Commercial investigation — source wine magnetic gift box for wine; evaluate wine magnetic gift box.","wine magnetic gift box","wine packaging box","wine magnetic gift box manufacturer","wine magnetic gift box for wine","rigid greyboard wine box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
5557,"CUSTOM PERFUME AND LOTION GIFT SET BOX",http://localhost/hopgiayvpn/product/custom-perfume-and-lotion-gift-set-box/,200,"Commercial investigation — source perfume and lotion gift set box for perfume; evaluate perfume and lotion gift set box.","perfume and lotion gift set box","perfume packaging box","perfume and lotion gift set box manufacturer","perfume and lotion gift set box for perfume","rigid greyboard perfume box",,,,KEEP_AS_VARIANT,"Related commercial intent with source-backed differences: structure, opening/closure, insert/support, packed product/use",YES
